FID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
1993,41,039,003900,41039003900,39,Census Tract 39,G5020,S,1288348.000000000000000,0.000000000000000,+44.0506622,-123.0949328
1994,41,005,022206,41005022206,222.06,Census Tract 222.06,G5020,S,5847581.000000000000000,0.000000000000000,+45.4507636,-122.5550892
1995,41,047,002303,41047002303,23.03,Census Tract 23.03,G5020,S,3511281.000000000000000,0.000000000000000,+44.8772785,-123.0449984
1996,41,067,031606,41067031606,316.06,Census Tract 316.06,G5020,S,2442622.000000000000000,0.000000000000000,+45.5048308,-122.8737861
1997,41,005,022602,41005022602,226.02,Census Tract 226.02,G5020,S,11908145.000000000000000,893620.000000000000000,+45.3204993,-122.6453549
1998,41,005,023202,41005023202,232.02,Census Tract 232.02,G5020,S,22147606.000000000000000,517388.000000000000000,+45.4052565,-122.4636439
1999,41,017,001200,41017001200,12,Census Tract 12,G5020,S,253625654.000000000000000,118350.000000000000000,+44.0982176,-121.1228485
2000,41,017,000100,41017000100,1,Census Tract 1,G5020,S,3459506746.000000000000000,10526672.000000000000000,+43.7611386,-120.8356595
2001,41,017,000800,41017000800,8,Census Tract 8,G5020,S,9169010.000000000000000,0.000000000000000,+44.2934761,-121.1835353
2002,41,067,030300,41067030300,303,Census Tract 303,G5020,S,3261671.000000000000000,0.000000000000000,+45.4936649,-122.7556791
2003,41,071,030802,41071030802,308.02,Census Tract 308.02,G5020,S,3174359.000000000000000,0.000000000000000,+45.1993183,-123.1954116
2004,41,071,030201,41071030201,302.01,Census Tract 302.01,G5020,S,3426945.000000000000000,0.000000000000000,+45.3070562,-122.9637375
2005,41,071,030202,41071030202,302.02,Census Tract 302.02,G5020,S,5263039.000000000000000,156469.000000000000000,+45.2929645,-122.9636126
2006,41,071,030501,41071030501,305.01,Census Tract 305.01,G5020,S,316410243.000000000000000,160368.000000000000000,+45.1878958,-123.3841287
2007,41,005,021300,41005021300,213,Census Tract 213,G5020,S,3408283.000000000000000,209415.000000000000000,+45.4126599,-122.6441273
2008,41,031,960202,41031960202,9602.02,Census Tract 9602.02,G5020,S,44123233.000000000000000,0.000000000000000,+44.6401937,-121.1032823
2009,41,031,960201,41031960201,9602.01,Census Tract 9602.01,G5020,S,10422388.000000000000000,0.000000000000000,+44.6168974,-121.1442277
2010,41,031,960301,41031960301,9603.01,Census Tract 9603.01,G5020,S,63692363.000000000000000,3137688.000000000000000,+44.4649265,-121.2947415
2011,41,029,001602,41029001602,16.02,Census Tract 16.02,G5020,S,30456890.000000000000000,0.000000000000000,+42.2694183,-122.8598147
2012,41,029,001601,41029001601,16.01,Census Tract 16.01,G5020,S,4551210.000000000000000,0.000000000000000,+42.2909492,-122.8313310
2013,41,047,001401,41047001401,14.01,Census Tract 14.01,G5020,S,8012787.000000000000000,479826.000000000000000,+45.0054126,-123.0500324
2014,41,047,002502,41047002502,25.02,Census Tract 25.02,G5020,S,120347052.000000000000000,1526159.000000000000000,+45.0618086,-122.9737520
2015,41,047,002304,41047002304,23.04,Census Tract 23.04,G5020,S,5544817.000000000000000,0.000000000000000,+44.8639744,-123.0408686
2016,41,047,010202,41047010202,102.02,Census Tract 102.02,G5020,S,60080620.000000000000000,179034.000000000000000,+45.1962857,-122.7962159
2017,41,047,010307,41047010307,103.07,Census Tract 103.07,G5020,S,7444154.000000000000000,0.000000000000000,+45.1585580,-122.8653372
2018,41,047,010201,41047010201,102.01,Census Tract 102.01,G5020,S,54514691.000000000000000,512052.000000000000000,+45.2274911,-122.8472194
2019,41,003,000202,41003000202,2.02,Census Tract 2.02,G5020,S,13690267.000000000000000,0.000000000000000,+44.5379846,-123.3076795
2020,41,003,010800,41003010800,108,Census Tract 108,G5020,S,8467467.000000000000000,37232.000000000000000,+44.5405029,-123.3596186
2021,41,003,010900,41003010900,109,Census Tract 109,G5020,S,49773946.000000000000000,386013.000000000000000,+44.5832422,-123.3606020
2022,41,041,950401,41041950401,9504.01,Census Tract 9504.01,G5020,S,6755452.000000000000000,1104068.000000000000000,+44.9392124,-124.0141240
2023,41,041,950402,41041950402,9504.02,Census Tract 9504.02,G5020,S,2958950.000000000000000,2605653.000000000000000,+44.9619479,-124.0194569
2024,41,027,950100,41027950100,9501,Census Tract 9501,G5020,S,1080381908.000000000000000,18046053.000000000000000,+45.4966594,-121.6818391
2025,41,027,950400,41027950400,9504,Census Tract 9504,G5020,S,198973542.000000000000000,2286236.000000000000000,+45.6149428,-121.5211869
2026,41,005,021700,41005021700,217,Census Tract 217,G5020,S,4464013.000000000000000,508908.000000000000000,+45.3906320,-122.6213643
2027,41,005,021801,41005021801,218.01,Census Tract 218.01,G5020,S,3752696.000000000000000,0.000000000000000,+45.4089152,-122.6037481
2028,41,005,022000,41005022000,220,Census Tract 220,G5020,S,3606614.000000000000000,3390.000000000000000,+45.3885307,-122.5897297
2029,41,005,022101,41005022101,221.01,Census Tract 221.01,G5020,S,3256865.000000000000000,10910.000000000000000,+45.4084269,-122.5790239
2030,41,005,022400,41005022400,224,Census Tract 224,G5020,S,2934815.000000000000000,156697.000000000000000,+45.3571823,-122.5971128
2031,41,005,980000,41005980000,9800,Census Tract 9800,G5020,S,1634590508.000000000000000,6684470.000000000000000,+45.0641988,-121.9884098
2032,41,057,960500,41057960500,9605,Census Tract 9605,G5020,S,33173871.000000000000000,29142305.000000000000000,+45.4930828,-123.9211157
2033,41,057,960300,41057960300,9603,Census Tract 9603,G5020,S,385892726.000000000000000,7839298.000000000000000,+45.6031827,-123.6930790
2034,41,057,960600,41057960600,9606,Census Tract 9606,G5020,S,89428037.000000000000000,19470266.000000000000000,+45.4081120,-123.9204682
2035,41,057,960200,41057960200,9602,Census Tract 9602,G5020,S,56732693.000000000000000,8269590.000000000000000,+45.6005105,-123.9202124
2036,41,057,960700,41057960700,9607,Census Tract 9607,G5020,S,657389267.000000000000000,17629952.000000000000000,+45.3049762,-123.7147467
2037,41,033,360900,41033360900,3609,Census Tract 3609,G5020,S,655942475.000000000000000,1139903.000000000000000,+42.4635032,-123.7080812
2038,41,033,361500,41033361500,3615,Census Tract 3615,G5020,S,715463325.000000000000000,559681.000000000000000,+42.3143745,-123.6675827
2039,41,033,360300,41033360300,3603,Census Tract 3603,G5020,S,87831325.000000000000000,222583.000000000000000,+42.5504316,-123.4310720
2040,41,033,360800,41033360800,3608,Census Tract 3608,G5020,S,77533333.000000000000000,1044657.000000000000000,+42.4651722,-123.4340244
2041,41,033,361000,41033361000,3610,Census Tract 3610,G5020,S,48285133.000000000000000,431259.000000000000000,+42.3905730,-123.4071893
2042,41,033,360400,41033360400,3604,Census Tract 3604,G5020,S,216728412.000000000000000,188744.000000000000000,+42.5333029,-123.2753322
2043,41,033,360500,41033360500,3605,Census Tract 3605,G5020,S,5227431.000000000000000,0.000000000000000,+42.4418589,-123.3083630
2044,41,033,360701,41033360701,3607.01,Census Tract 3607.01,G5020,S,3421466.000000000000000,0.000000000000000,+42.4386529,-123.3374265
2045,41,033,361400,41033361400,3614,Census Tract 3614,G5020,S,199102887.000000000000000,0.000000000000000,+42.2461052,-123.3047481
2046,41,033,360100,41033360100,3601,Census Tract 3601,G5020,S,903076323.000000000000000,556627.000000000000000,+42.6087897,-123.5626652
2047,41,045,970200,41045970200,9702,Census Tract 9702,G5020,S,75174286.000000000000000,491585.000000000000000,+44.0418395,-117.0440251
2048,41,045,970500,41045970500,9705,Census Tract 9705,G5020,S,169829791.000000000000000,2966121.000000000000000,+43.9327770,-117.0364173
2049,41,045,970400,41045970400,9704,Census Tract 9704,G5020,S,10649250.000000000000000,753766.000000000000000,+44.0228580,-116.9537855
2050,41,019,140000,41019140000,1400,Census Tract 1400,G5020,S,18867894.000000000000000,334845.000000000000000,+43.1850590,-123.3849435
2051,41,005,020403,41005020403,204.03,Census Tract 204.03,G5020,S,4047327.000000000000000,115028.000000000000000,+45.3913924,-122.7065764
2052,41,059,951100,41059951100,9511,Census Tract 9511,G5020,S,54564836.000000000000000,99014.000000000000000,+45.7983412,-119.3644400
2053,41,059,950300,41059950300,9503,Census Tract 9503,G5020,S,506441799.000000000000000,47030.000000000000000,+45.8971282,-118.5623225
2054,41,059,951300,41059951300,9513,Census Tract 9513,G5020,S,226636348.000000000000000,6023391.000000000000000,+45.7951439,-119.1838090
2055,41,059,950800,41059950800,9508,Census Tract 9508,G5020,S,82796508.000000000000000,11513310.000000000000000,+45.8969238,-119.2343376
2056,41,059,950900,41059950900,9509,Census Tract 9509,G5020,S,63551746.000000000000000,5700821.000000000000000,+45.8862108,-119.3877942
2057,41,059,940000,41059940000,9400,Census Tract 9400,G5020,S,645260086.000000000000000,0.000000000000000,+45.6464445,-118.5460650
2058,41,059,950100,41059950100,9501,Census Tract 9501,G5020,S,941352446.000000000000000,187897.000000000000000,+45.8588100,-118.2000793
2059,41,059,950500,41059950500,9505,Census Tract 9505,G5020,S,1073211610.000000000000000,0.000000000000000,+45.6177509,-119.1129573
2060,41,059,950400,41059950400,9504,Census Tract 9504,G5020,S,1120906681.000000000000000,13341511.000000000000000,+45.8540076,-118.8565388
2061,41,059,950700,41059950700,9507,Census Tract 9507,G5020,S,4974695.000000000000000,0.000000000000000,+45.6723492,-118.7608643
2062,41,053,020203,41053020203,202.03,Census Tract 202.03,G5020,S,2258271.000000000000000,0.000000000000000,+44.9185080,-123.3088569
2063,41,045,940000,41045940000,9400,Census Tract 9400,G5020,S,78497421.000000000000000,0.000000000000000,+42.0394420,-117.5579638
2064,41,045,970700,41045970700,9707,Census Tract 9707,G5020,S,308564491.000000000000000,6204295.000000000000000,+43.7881077,-117.0659154
2065,41,045,970600,41045970600,9706,Census Tract 9706,G5020,S,369369600.000000000000000,250400.000000000000000,+44.0016090,-117.2759349
2066,41,045,970300,41045970300,9703,Census Tract 9703,G5020,S,18352535.000000000000000,0.000000000000000,+44.0080553,-117.0067498
2067,41,059,951400,41059951400,9514,Census Tract 9514,G5020,S,3436948888.000000000000000,186848.000000000000000,+45.3660332,-118.7063225
2068,41,059,951000,41059951000,9510,Census Tract 9510,G5020,S,57691337.000000000000000,0.000000000000000,+45.8393265,-119.3766025
2069,41,047,000502,41047000502,5.02,Census Tract 5.02,G5020,S,1677544.000000000000000,0.000000000000000,+44.9713797,-122.9989352
2070,41,051,009905,41051009905,99.05,Census Tract 99.05,G5020,S,1562782.000000000000000,23767.000000000000000,+45.4849194,-122.4590413
2071,41,051,006403,41051006403,64.03,Census Tract 64.03,G5020,S,1874744.000000000000000,0.000000000000000,+45.4473730,-122.7209412
2072,41,051,009904,41051009904,99.04,Census Tract 99.04,G5020,S,1290404.000000000000000,0.000000000000000,+45.4931712,-122.4537523
2073,41,051,009906,41051009906,99.06,Census Tract 99.06,G5020,S,4748728.000000000000000,26873.000000000000000,+45.4833518,-122.4318109
2074,41,051,002203,41051002203,22.03,Census Tract 22.03,G5020,S,1411480.000000000000000,0.000000000000000,+45.5440323,-122.6670925
2075,41,047,000501,41047000501,5.01,Census Tract 5.01,G5020,S,2323477.000000000000000,0.000000000000000,+44.9597425,-123.0011441
2076,41,047,002102,41047002102,21.02,Census Tract 21.02,G5020,S,3077011.000000000000000,0.000000000000000,+44.8898693,-123.0463466
2077,41,047,002202,41047002202,22.02,Census Tract 22.02,G5020,S,4026210.000000000000000,0.000000000000000,+44.8940869,-123.0673464
2078,41,047,002101,41047002101,21.01,Census Tract 21.01,G5020,S,1044320.000000000000000,16603.000000000000000,+44.9028679,-123.0463952
2079,41,039,002504,41039002504,25.04,Census Tract 25.04,G5020,S,6647098.000000000000000,0.000000000000000,+44.0594409,-123.1904704
2080,41,047,002201,41047002201,22.01,Census Tract 22.01,G5020,S,1362171.000000000000000,0.000000000000000,+44.9086253,-123.0585469
2081,41,007,950200,41007950200,9502,Census Tract 9502,G5020,S,3130531.000000000000000,1118697.000000000000000,+46.1825123,-123.8334621
2082,41,047,001402,41047001402,14.02,Census Tract 14.02,G5020,S,2572487.000000000000000,213080.000000000000000,+44.9892120,-123.0355217
2083,41,039,003302,41039003302,33.02,Census Tract 33.02,G5020,S,1686760.000000000000000,0.000000000000000,+44.0496359,-123.0147594
2084,41,039,004502,41039004502,45.02,Census Tract 45.02,G5020,S,958419.000000000000000,0.000000000000000,+44.0488472,-123.1099938
2085,41,007,950400,41007950400,9504,Census Tract 9504,G5020,S,308769791.000000000000000,86353718.000000000000000,+46.1300279,-123.6746386
2086,41,007,950100,41007950100,9501,Census Tract 9501,G5020,S,2661899.000000000000000,4094400.000000000000000,+46.1796867,-123.8553732
2087,41,007,951200,41007951200,9512,Census Tract 9512,G5020,S,1064534892.000000000000000,39234734.000000000000000,+45.9865785,-123.5159182
2088,41,007,950700,41007950700,9507,Census Tract 9507,G5020,S,21636272.000000000000000,1691847.000000000000000,+46.0423417,-123.9001943
2089,41,039,004501,41039004501,45.01,Census Tract 45.01,G5020,S,1183046.000000000000000,0.000000000000000,+44.0428986,-123.1052348
2090,41,039,003301,41039003301,33.01,Census Tract 33.01,G5020,S,1522552.000000000000000,0.000000000000000,+44.0581891,-123.0110494
2091,41,039,005100,41039005100,51,Census Tract 51,G5020,S,1559491.000000000000000,0.000000000000000,+44.0179896,-123.0859754
2092,41,039,001201,41039001201,12.01,Census Tract 12.01,G5020,S,101137011.000000000000000,623390.000000000000000,+43.8591406,-123.0905683
2093,41,039,002401,41039002401,24.01,Census Tract 24.01,G5020,S,6064038.000000000000000,0.000000000000000,+44.1233886,-123.1627158
2094,41,007,990000,41007990000,9900,Census Tract 9900,G5020,S,0.000000000000000,470061754.000000000000000,+46.0762728,-123.9866019
2095,41,007,951100,41007951100,9511,Census Tract 9511,G5020,S,463006964.000000000000000,10854743.000000000000000,+45.8862814,-123.8379637
2096,41,011,990101,41011990101,9901.01,Census Tract 9901.01,G5020,S,0.000000000000000,408478928.000000000000000,+43.2844238,-124.4048934
2097,41,011,000503,41011000503,5.03,Census Tract 5.03,G5020,S,2822204.000000000000000,3210538.000000000000000,+43.4103552,-124.2702010
2098,41,029,000404,41029000404,4.04,Census Tract 4.04,G5020,S,2895092.000000000000000,0.000000000000000,+42.3529453,-122.8346907
2099,41,029,000501,41029000501,5.01,Census Tract 5.01,G5020,S,1950928.000000000000000,0.000000000000000,+42.3245378,-122.8584075
2100,41,035,970500,41035970500,9705,Census Tract 9705,G5020,S,2543334829.000000000000000,30832199.000000000000000,+42.2903620,-121.1010725
2101,41,035,972000,41035972000,9720,Census Tract 9720,G5020,S,17765874.000000000000000,5158276.000000000000000,+42.2620820,-121.7985619
2102,41,035,971800,41035971800,9718,Census Tract 9718,G5020,S,3302641.000000000000000,789786.000000000000000,+42.2227516,-121.7839871
2103,41,035,970600,41035970600,9706,Census Tract 9706,G5020,S,128650754.000000000000000,80199.000000000000000,+42.0257224,-121.4404072
2104,41,035,970700,41035970700,9707,Census Tract 9707,G5020,S,397975065.000000000000000,2343865.000000000000000,+42.0729985,-121.6603754
2105,41,035,970100,41035970100,9701,Census Tract 9701,G5020,S,4297356070.000000000000000,95223151.000000000000000,+43.2691220,-121.7828995
2106,41,035,971100,41035971100,9711,Census Tract 9711,G5020,S,36702999.000000000000000,0.000000000000000,+42.2357538,-121.7125076
2107,41,035,971000,41035971000,9710,Census Tract 9710,G5020,S,212209012.000000000000000,38006188.000000000000000,+42.2737063,-121.7272027
2108,41,035,971600,41035971600,9716,Census Tract 9716,G5020,S,2371915.000000000000000,0.000000000000000,+42.2167563,-121.7578130
2109,41,035,971500,41035971500,9715,Census Tract 9715,G5020,S,16891711.000000000000000,691727.000000000000000,+42.1874109,-121.7644536
2110,41,035,970400,41035970400,9704,Census Tract 9704,G5020,S,557853929.000000000000000,9436700.000000000000000,+42.2969060,-121.6229474
2111,41,035,970800,41035970800,9708,Census Tract 9708,G5020,S,90370178.000000000000000,4561456.000000000000000,+42.1356812,-121.7665531
2112,41,035,971300,41035971300,9713,Census Tract 9713,G5020,S,5363605.000000000000000,0.000000000000000,+42.1957136,-121.7144399
2113,41,035,970300,41035970300,9703,Census Tract 9703,G5020,S,2484767200.000000000000000,223095877.000000000000000,+42.3393930,-122.1124772
2114,41,035,971700,41035971700,9717,Census Tract 9717,G5020,S,2976030.000000000000000,0.000000000000000,+42.2295674,-121.7628136
2115,41,035,971200,41035971200,9712,Census Tract 9712,G5020,S,2249729.000000000000000,0.000000000000000,+42.2110808,-121.7362560
2116,41,069,960100,41069960100,9601,Census Tract 9601,G5020,S,4444475029.000000000000000,1241033.000000000000000,+44.7364146,-120.0268608
2117,41,057,990100,41057990100,9901,Census Tract 9901,G5020,S,0.000000000000000,485792282.000000000000000,+45.4196479,-124.0120808
2118,41,057,960800,41057960800,9608,Census Tract 9608,G5020,S,351350605.000000000000000,11676600.000000000000000,+45.1322164,-123.8713068
2119,41,067,032109,41067032109,321.09,Census Tract 321.09,G5020,S,1608037.000000000000000,0.000000000000000,+45.3592213,-122.7870135
2120,41,067,032004,41067032004,320.04,Census Tract 320.04,G5020,S,1288437.000000000000000,0.000000000000000,+45.3727880,-122.7580636
2121,41,029,000502,41029000502,5.02,Census Tract 5.02,G5020,S,2492808.000000000000000,0.000000000000000,+42.3364357,-122.8585961
2122,41,029,001002,41029001002,10.02,Census Tract 10.02,G5020,S,3408282.000000000000000,0.000000000000000,+42.3881191,-122.9246866
2123,41,029,000403,41029000403,4.03,Census Tract 4.03,G5020,S,3158376.000000000000000,0.000000000000000,+42.3379871,-122.8345580
2124,41,029,000405,41029000405,4.05,Census Tract 4.05,G5020,S,1968819.000000000000000,0.000000000000000,+42.3455497,-122.8584856
2125,41,067,032003,41067032003,320.03,Census Tract 320.03,G5020,S,4901288.000000000000000,0.000000000000000,+45.3781179,-122.7835601
2126,41,029,001001,41029001001,10.01,Census Tract 10.01,G5020,S,3053245.000000000000000,0.000000000000000,+42.3686523,-122.9016052
2127,41,067,030600,41067030600,306,Census Tract 306,G5020,S,3103098.000000000000000,0.000000000000000,+45.4463856,-122.7557015
2128,41,015,990101,41015990101,9901.01,Census Tract 9901.01,G5020,S,0.000000000000000,716956249.000000000000000,+42.4864631,-124.4879058
2129,41,029,000406,41029000406,4.06,Census Tract 4.06,G5020,S,2836014.000000000000000,0.000000000000000,+42.3525824,-122.8619120
2130,41,037,960200,41037960200,9602,Census Tract 9602,G5020,S,2422905347.000000000000000,152233800.000000000000000,+42.2049782,-120.5783345
2131,41,037,960100,41037960100,9601,Census Tract 9601,G5020,S,18655995764.000000000000000,416255660.000000000000000,+42.8670655,-120.3777704
2132,41,019,990000,41019990000,9900,Census Tract 9900,G5020,S,0.000000000000000,145009623.000000000000000,+43.7367426,-124.2278165
2133,41,067,032005,41067032005,320.05,Census Tract 320.05,G5020,S,3256849.000000000000000,0.000000000000000,+45.3887365,-122.7503440
2134,41,015,950301,41015950301,9503.01,Census Tract 9503.01,G5020,S,1471037379.000000000000000,24387422.000000000000000,+42.2661637,-124.1650816
2135,41,015,950100,41015950100,9501,Census Tract 9501,G5020,S,1690327401.000000000000000,98894328.000000000000000,+42.7148490,-124.1810565
2136,41,011,000702,41011000702,7.02,Census Tract 7.02,G5020,S,28036755.000000000000000,980057.000000000000000,+43.3160168,-124.2282540
2137,41,011,001102,41011001102,11.02,Census Tract 11.02,G5020,S,680843621.000000000000000,2235826.000000000000000,+43.1317684,-123.9875674
2138,41,011,000901,41011000901,9.01,Census Tract 9.01,G5020,S,84844181.000000000000000,255428.000000000000000,+43.1522851,-124.1201834
2139,41,011,001001,41011001001,10.01,Census Tract 10.01,G5020,S,12408313.000000000000000,5149385.000000000000000,+43.1142518,-124.4166207
2140,41,011,000103,41011000103,1.03,Census Tract 1.03,G5020,S,250875336.000000000000000,10598120.000000000000000,+43.5187838,-124.1486643
2141,41,011,001101,41011001101,11.01,Census Tract 11.01,G5020,S,1254256258.000000000000000,2893085.000000000000000,+42.9230352,-123.9887350
2142,41,011,001002,41011001002,10.02,Census Tract 10.02,G5020,S,326218936.000000000000000,21474872.000000000000000,+43.0589540,-124.3467726
2143,41,011,000902,41011000902,9.02,Census Tract 9.02,G5020,S,219708992.000000000000000,2921704.000000000000000,+43.2014519,-124.2133990
2144,41,011,000101,41011000101,1.01,Census Tract 1.01,G5020,S,23266333.000000000000000,4092223.000000000000000,+43.5907194,-124.2063322
2145,41,011,000102,41011000102,1.02,Census Tract 1.02,G5020,S,58562852.000000000000000,17810617.000000000000000,+43.5156298,-124.2354212
2146,41,011,000701,41011000701,7.01,Census Tract 7.01,G5020,S,9006260.000000000000000,609709.000000000000000,+43.3564369,-124.2285650
2147,41,011,000505,41011000505,5.05,Census Tract 5.05,G5020,S,3894802.000000000000000,515376.000000000000000,+43.3808421,-124.2555756
2148,41,011,000506,41011000506,5.06,Census Tract 5.06,G5020,S,12889017.000000000000000,2348657.000000000000000,+43.3623212,-124.2808487
2149,41,011,000402,41011000402,4.02,Census Tract 4.02,G5020,S,2906233.000000000000000,1354.000000000000000,+43.3958369,-124.2446833
2150,41,011,000401,41011000401,4.01,Census Tract 4.01,G5020,S,4310111.000000000000000,2746573.000000000000000,+43.4149965,-124.2372330
2151,41,005,022901,41005022901,229.01,Census Tract 229.01,G5020,S,24429488.000000000000000,410251.000000000000000,+45.2649782,-122.6422378
2152,41,067,032609,41067032609,326.09,Census Tract 326.09,G5020,S,1429956.000000000000000,0.000000000000000,+45.5456567,-122.9680183
2153,41,067,033101,41067033101,331.01,Census Tract 331.01,G5020,S,6286624.000000000000000,0.000000000000000,+45.5092096,-123.1221735
2154,41,067,033102,41067033102,331.02,Census Tract 331.02,G5020,S,7590970.000000000000000,0.000000000000000,+45.4998182,-123.1020526
2155,41,067,032901,41067032901,329.01,Census Tract 329.01,G5020,S,11503463.000000000000000,4299.000000000000000,+45.5353165,-123.0516140
2156,41,039,002506,41039002506,25.06,Census Tract 25.06,G5020,S,2610869.000000000000000,0.000000000000000,+44.0774373,-123.1983098
2157,41,039,002505,41039002505,25.05,Census Tract 25.05,G5020,S,1960812.000000000000000,0.000000000000000,+44.0774596,-123.1806244
2158,41,039,004406,41039004406,44.06,Census Tract 44.06,G5020,S,1713056.000000000000000,0.000000000000000,+44.0411733,-123.1562044
2159,41,039,004407,41039004407,44.07,Census Tract 44.07,G5020,S,1391476.000000000000000,0.000000000000000,+44.0419061,-123.1421648
2160,41,039,002204,41039002204,22.04,Census Tract 22.04,G5020,S,5808334.000000000000000,29291.000000000000000,+44.1007864,-123.0578046
2161,41,039,003104,41039003104,31.04,Census Tract 31.04,G5020,S,3957645.000000000000000,0.000000000000000,+44.0558084,-123.0644930
2162,41,039,003801,41039003801,38.01,Census Tract 38.01,G5020,S,510998.000000000000000,0.000000000000000,+44.0425601,-123.0873728
2163,41,039,002203,41039002203,22.03,Census Tract 22.03,G5020,S,3457298.000000000000000,40281.000000000000000,+44.1017983,-123.0733000
2164,41,039,002103,41039002103,21.03,Census Tract 21.03,G5020,S,2062442.000000000000000,0.000000000000000,+44.0770529,-123.0392979
2165,41,039,003103,41039003103,31.03,Census Tract 31.03,G5020,S,1489019.000000000000000,0.000000000000000,+44.0660714,-123.0619577
2166,41,039,002104,41039002104,21.04,Census Tract 21.04,G5020,S,1452635.000000000000000,0.000000000000000,+44.0665911,-123.0374413
2167,41,039,003802,41039003802,38.02,Census Tract 38.02,G5020,S,537427.000000000000000,0.000000000000000,+44.0469855,-123.0830772
2168,41,053,020202,41053020202,202.02,Census Tract 202.02,G5020,S,38452666.000000000000000,47716.000000000000000,+44.9232372,-123.2651370
2169,41,053,020400,41053020400,204,Census Tract 204,G5020,S,1090628445.000000000000000,2057904.000000000000000,+44.8909959,-123.5621229
2170,41,053,020204,41053020204,202.04,Census Tract 202.04,G5020,S,60942819.000000000000000,0.000000000000000,+44.8870326,-123.3367157
2171,41,067,033000,41067033000,330,Census Tract 330,G5020,S,149949415.000000000000000,343133.000000000000000,+45.4478423,-123.0495848
2172,41,067,033500,41067033500,335,Census Tract 335,G5020,S,256060194.000000000000000,85399.000000000000000,+45.6795040,-123.2959113
2173,41,067,031806,41067031806,318.06,Census Tract 318.06,G5020,S,2503368.000000000000000,0.000000000000000,+45.4751498,-122.8431234
2174,41,067,031404,41067031404,314.04,Census Tract 314.04,G5020,S,2423296.000000000000000,0.000000000000000,+45.5071984,-122.8087649
2175,41,067,032404,41067032404,324.04,Census Tract 324.04,G5020,S,3706473.000000000000000,0.000000000000000,+45.5172168,-122.9439382
2176,41,067,033600,41067033600,336,Census Tract 336,G5020,S,388946091.000000000000000,5107818.000000000000000,+45.5029425,-123.2935131
2177,41,051,005903,41051005903,59.03,Census Tract 59.03,G5020,S,1371265.000000000000000,410309.000000000000000,+45.4783138,-122.6731470
2178,41,051,010413,41051010413,104.13,Census Tract 104.13,G5020,S,1625466.000000000000000,0.000000000000000,+45.4870025,-122.3874402
2179,41,051,007002,41051007002,70.02,Census Tract 70.02,G5020,S,31743455.000000000000000,3411.000000000000000,+45.5639624,-122.7907714
2180,41,051,008903,41051008903,89.03,Census Tract 89.03,G5020,S,6170065.000000000000000,27465.000000000000000,+45.4699851,-122.5058678
2181,41,051,008203,41051008203,82.03,Census Tract 82.03,G5020,S,1705815.000000000000000,0.000000000000000,+45.5176402,-122.5470539
2182,41,051,005901,41051005901,59.01,Census Tract 59.01,G5020,S,786583.000000000000000,0.000000000000000,+45.4913378,-122.6777144
2183,41,051,004901,41051004901,49.01,Census Tract 49.01,G5020,S,314285.000000000000000,0.000000000000000,+45.5327370,-122.6958351
2184,41,051,005002,41051005002,50.02,Census Tract 50.02,G5020,S,394082.000000000000000,0.000000000000000,+45.5313974,-122.6894891
2185,41,051,010200,41051010200,102,Census Tract 102,G5020,S,27511084.000000000000000,14926976.000000000000000,+45.5782830,-122.5033830
2186,41,051,006502,41051006502,65.02,Census Tract 65.02,G5020,S,1926331.000000000000000,0.000000000000000,+45.4616955,-122.7137311
2187,41,051,006601,41051006601,66.01,Census Tract 66.01,G5020,S,1575378.000000000000000,0.000000000000000,+45.4719194,-122.7334213
2188,41,051,006602,41051006602,66.02,Census Tract 66.02,G5020,S,2519784.000000000000000,0.000000000000000,+45.4710787,-122.7074034
2189,41,051,006701,41051006701,67.01,Census Tract 67.01,G5020,S,1850323.000000000000000,2883.000000000000000,+45.4809354,-122.7314695
2190,41,051,006702,41051006702,67.02,Census Tract 67.02,G5020,S,1386620.000000000000000,0.000000000000000,+45.4797135,-122.7133389
2191,41,051,006801,41051006801,68.01,Census Tract 68.01,G5020,S,1422043.000000000000000,0.000000000000000,+45.4926851,-122.7354797
2192,41,051,006802,41051006802,68.02,Census Tract 68.02,G5020,S,2226482.000000000000000,0.000000000000000,+45.4914008,-122.7185357
2193,41,051,010303,41051010303,103.03,Census Tract 103.03,G5020,S,5356195.000000000000000,2720.000000000000000,+45.5345507,-122.4067778
2194,41,051,010304,41051010304,103.04,Census Tract 103.04,G5020,S,2152276.000000000000000,0.000000000000000,+45.5344582,-122.4241273
2195,41,051,006900,41051006900,69,Census Tract 69,G5020,S,4734049.000000000000000,0.000000000000000,+45.5081551,-122.7309685
2196,41,051,007300,41051007300,73,Census Tract 73,G5020,S,25003440.000000000000000,6387695.000000000000000,+45.5930475,-122.6023163
2197,41,051,007400,41051007400,74,Census Tract 74,G5020,S,1452399.000000000000000,0.000000000000000,+45.5658452,-122.6076419
2198,41,051,007500,41051007500,75,Census Tract 75,G5020,S,2159337.000000000000000,0.000000000000000,+45.5568806,-122.6089975
2199,41,051,007600,41051007600,76,Census Tract 76,G5020,S,1598569.000000000000000,0.000000000000000,+45.5601448,-122.5876122
2200,41,051,007700,41051007700,77,Census Tract 77,G5020,S,1094722.000000000000000,0.000000000000000,+45.5592311,-122.5710976
