,Rail Access Impedances,Rail Access Impedances,Rail Access Impedances,Rail Access Impedances,Rail Access Impedances,Air Access Impedances,Air Access Impedances,Air Access Impedances,Air Access Impedances,Air Access Impedances,Auto Impedances,Auto Impedances,Auto Impedances,Auto Impedances,Auto Impedances,Bus Access Impedances,Bus Access Impedances,Bus Access Impedances,Bus Access Impedances,Bus Access Impedances
0,Zone,Station,ZoneSta,Dist (mile),Time (min),Zone,Station,ZoneSta,Dist (mile),Time (min),ZONE 1,ZONE 2,ZONE PAIR,Dist (mile),CongTT (min),Zone,Station,ZoneSta,Dist (mile),Time (min)
4128,,,,,,,,,,,159,199,159199,56.97999633,55.39170735,,,,,
4129,,,,,,,,,,,159,200,159200,87.38438922,99.53380422,,,,,
4130,,,,,,,,,,,160,161,160161,383.5774741,382.5687146,,,,,
4131,,,,,,,,,,,160,162,160162,266.1002356,283.8651049,,,,,
4132,,,,,,,,,,,160,163,160163,323.0438349,327.2956269,,,,,
4133,,,,,,,,,,,160,164,160164,375.9897685,369.2985022,,,,,
4134,,,,,,,,,,,160,165,160165,310.9074005,306.4309349,,,,,
4135,,,,,,,,,,,160,166,160166,208.0292428,224.4294447,,,,,
4136,,,,,,,,,,,160,167,160167,326.6863937,348.5949416,,,,,
4137,,,,,,,,,,,160,168,160168,335.8783343,332.3467298,,,,,
4138,,,,,,,,,,,160,169,160169,140.0990619,158.7804258,,,,,
4139,,,,,,,,,,,160,170,160170,119.6515902,126.158459,,,,,
4140,,,,,,,,,,,160,171,160171,156.3289518,178.8714184,,,,,
4141,,,,,,,,,,,160,172,160172,269.5562245,268.8382756,,,,,
4142,,,,,,,,,,,160,173,160173,331.0779439,353.2092023,,,,,
4143,,,,,,,,,,,160,174,160174,435.5383072,434.9007576,,,,,
4144,,,,,,,,,,,160,175,160175,409.2750281,413.1523548,,,,,
4145,,,,,,,,,,,160,176,160176,215.8526091,225.7456338,,,,,
4146,,,,,,,,,,,160,177,160177,308.946354,317.3739894,,,,,
4147,,,,,,,,,,,160,178,160178,232.942565,258.9832992,,,,,
4148,,,,,,,,,,,160,179,160179,121.7526422,139.140262,,,,,
4149,,,,,,,,,,,160,180,160180,305.5895856,315.2974856,,,,,
4150,,,,,,,,,,,160,181,160181,36.95126283,38.99944838,,,,,
4151,,,,,,,,,,,160,182,160182,323.5441494,358.3793158,,,,,
4152,,,,,,,,,,,160,183,160183,388.0128019,386.2459563,,,,,
4153,,,,,,,,,,,160,184,160184,283.3895939,280.1788355,,,,,
4154,,,,,,,,,,,160,185,160185,378.0779173,422.3526399,,,,,
4155,,,,,,,,,,,160,186,160186,189.4919952,201.1128143,,,,,
4156,,,,,,,,,,,160,187,160187,85.59204174,90.92638153,,,,,
4157,,,,,,,,,,,160,188,160188,232.461886,230.5218338,,,,,
4158,,,,,,,,,,,160,189,160189,357.3938693,351.1483889,,,,,
4159,,,,,,,,,,,160,190,160190,144.1150337,165.8388319,,,,,
4160,,,,,,,,,,,160,191,160191,288.0055256,314.9137308,,,,,
4161,,,,,,,,,,,160,192,160192,208.0925904,229.2229828,,,,,
4162,,,,,,,,,,,160,193,160193,337.5396175,359.3761879,,,,,
4163,,,,,,,,,,,160,194,160194,359.2048184,391.3343288,,,,,
4164,,,,,,,,,,,160,195,160195,49.67723185,61.14707252,,,,,
4165,,,,,,,,,,,160,196,160196,452.2226891,449.5847217,,,,,
4166,,,,,,,,,,,160,197,160197,462.3599705,461.127613,,,,,
4167,,,,,,,,,,,160,198,160198,296.7459045,296.2064083,,,,,
4168,,,,,,,,,,,160,199,160199,261.0614102,257.2497522,,,,,
4169,,,,,,,,,,,160,200,160200,202.386711,213.7802278,,,,,
4170,,,,,,,,,,,161,162,161162,191.9828044,198.1487802,,,,,
4171,,,,,,,,,,,161,163,161163,71.3026392,83.08239911,,,,,
4172,,,,,,,,,,,161,164,161164,65.65572852,72.79626565,,,,,
4173,,,,,,,,,,,161,165,161165,85.28036048,91.51289169,,,,,
4174,,,,,,,,,,,161,166,161166,483.4297169,509.6751231,,,,,
4175,,,,,,,,,,,161,167,161167,112.2736463,121.4702178,,,,,
4176,,,,,,,,,,,161,168,161168,49.90713975,59.8885677,,,,,
4177,,,,,,,,,,,161,169,161169,281.911022,287.5354492,,,,,
4178,,,,,,,,,,,161,170,161170,451.7620643,442.738845,,,,,
4179,,,,,,,,,,,161,171,161171,380.1974258,392.533113,,,,,
4180,,,,,,,,,,,161,172,161172,136.1731846,140.9640104,,,,,
4181,,,,,,,,,,,161,173,161173,137.562096,138.9020295,,,,,
4182,,,,,,,,,,,161,174,161174,80.17273274,88.16604945,,,,,
4183,,,,,,,,,,,161,175,161175,31.91655402,39.85059735,,,,,
4184,,,,,,,,,,,161,176,161176,197.7488649,207.9571151,,,,,
4185,,,,,,,,,,,161,177,161177,112.3801201,126.7691538,,,,,
4186,,,,,,,,,,,161,178,161178,251.802525,257.9450455,,,,,
4187,,,,,,,,,,,161,179,161179,279.3968319,290.3525269,,,,,
4188,,,,,,,,,,,161,180,161180,117.5978884,134.8791061,,,,,
4189,,,,,,,,,,,161,181,161181,350.9182229,349.5013633,,,,,
4190,,,,,,,,,,,161,182,161182,216.8938906,224.280915,,,,,
4191,,,,,,,,,,,161,183,161183,48.03767216,57.4391812,,,,,
4192,,,,,,,,,,,161,184,161184,106.4978802,117.7302848,,,,,
4193,,,,,,,,,,,161,185,161185,304.5494433,324.6882024,,,,,
4194,,,,,,,,,,,161,186,161186,245.5404788,253.8970746,,,,,
4195,,,,,,,,,,,161,187,161187,303.7314323,300.5701331,,,,,
4196,,,,,,,,,,,161,188,161188,158.022846,162.1775258,,,,,
4197,,,,,,,,,,,161,189,161189,31.80860477,36.72600573,,,,,
4198,,,,,,,,,,,161,190,161190,267.6974404,273.5461713,,,,,
4199,,,,,,,,,,,161,191,161191,204.7460516,214.462979,,,,,
4200,,,,,,,,,,,161,192,161192,233.3958836,237.8577975,,,,,
4201,,,,,,,,,,,161,193,161193,119.8244224,121.5177287,,,,,
4202,,,,,,,,,,,161,194,161194,183.7943443,201.5389399,,,,,
4203,,,,,,,,,,,161,195,161195,369.3121919,374.0783779,,,,,
4204,,,,,,,,,,,161,196,161196,79.23221505,86.66819276,,,,,
4205,,,,,,,,,,,161,197,161197,93.0914964,102.3052842,,,,,
4206,,,,,,,,,,,161,198,161198,85.76456953,101.1468577,,,,,
4207,,,,,,,,,,,161,199,161199,123.6420639,130.6994738,,,,,
4208,,,,,,,,,,,161,200,161200,233.3807631,239.6154611,,,,,
4209,,,,,,,,,,,162,163,162163,120.8295993,133.6152392,,,,,
4210,,,,,,,,,,,162,164,162164,212.9975329,235.2493116,,,,,
4211,,,,,,,,,,,162,165,162165,169.513122,177.4325344,,,,,
4212,,,,,,,,,,,162,166,162166,353.0534784,392.5162163,,,,,
4213,,,,,,,,,,,162,167,162167,75.41615808,86.13005389,,,,,
4214,,,,,,,,,,,162,168,162168,154.6720987,172.3800363,,,,,
4215,,,,,,,,,,,162,169,162169,142.8301737,159.6348106,,,,,
4216,,,,,,,,,,,162,170,162170,314.9348258,336.3399867,,,,,
4217,,,,,,,,,,,162,171,162171,251.7901874,277.6406461,,,,,
4218,,,,,,,,,,,162,172,162172,115.9859461,123.5798322,,,,,
4219,,,,,,,,,,,162,173,162173,64.57333449,71.42990211,,,,,
4220,,,,,,,,,,,162,174,162174,261.4699712,273.4921506,,,,,
4221,,,,,,,,,,,162,175,162175,219.5497925,226.1487214,,,,,
4222,,,,,,,,,,,162,176,162176,85.28262648,101.1464739,,,,,
4223,,,,,,,,,,,162,177,162177,64.54511834,73.19510351,,,,,
4224,,,,,,,,,,,162,178,162178,78.63928656,87.00456147,,,,,
4225,,,,,,,,,,,162,179,162179,192.4545934,218.2534343,,,,,
4226,,,,,,,,,,,162,180,162180,195.3183072,213.7321194,,,,,
4227,,,,,,,,,,,162,181,162181,233.4409844,250.7977535,,,,,
4228,,,,,,,,,,,162,182,162182,79.05712901,90.48802191,,,,,
4229,,,,,,,,,,,162,183,162183,211.8134765,237.8945233,,,,,
4230,,,,,,,,,,,162,184,162184,136.2963155,145.0835807,,,,,
4231,,,,,,,,,,,162,185,162185,166.7126817,190.8953093,,,,,
4232,,,,,,,,,,,162,186,162186,99.44624039,116.7973839,,,,,
4233,,,,,,,,,,,162,187,162187,186.2541939,201.8665234,,,,,
4234,,,,,,,,,,,162,188,162188,128.5753496,142.3178121,,,,,
4235,,,,,,,,,,,162,189,162189,157.2874091,175.3985488,,,,,
4236,,,,,,,,,,,162,190,162190,176.9172019,201.3212444,,,,,
4237,,,,,,,,,,,162,191,162191,27.98929003,33.06284589,,,,,
4238,,,,,,,,,,,162,192,162192,189.5096452,217.1757878,,,,,
4239,,,,,,,,,,,162,193,162193,79.99366089,85.30885841,,,,,
4240,,,,,,,,,,,162,194,162194,93.1045828,107.4692239,,,,,
4241,,,,,,,,,,,162,195,162195,251.8349534,275.3747681,,,,,
4242,,,,,,,,,,,162,196,162196,260.5294535,271.9942939,,,,,
4243,,,,,,,,,,,162,197,162197,274.3887349,287.6313853,,,,,
4244,,,,,,,,,,,162,198,162198,139.1723739,154.4707265,,,,,
4245,,,,,,,,,,,162,199,162199,138.5508254,146.9765527,,,,,
4246,,,,,,,,,,,162,200,162200,71.89243254,79.08167579,,,,,
4247,,,,,,,,,,,163,164,163164,92.16793363,101.6340724,,,,,
4248,,,,,,,,,,,163,165,163165,50.16272128,57.43816496,,,,,
4249,,,,,,,,,,,163,166,163166,422.8960777,454.4020354,,,,,
4250,,,,,,,,,,,163,167,163167,65.00744117,75.17232529,,,,,
4251,,,,,,,,,,,163,168,163168,33.84249945,38.76479713,,,,,
4252,,,,,,,,,,,163,169,163169,221.3773828,232.2623615,,,,,
4253,,,,,,,,,,,163,170,163170,391.2284251,387.4657573,,,,,
4254,,,,,,,,,,,163,171,163171,319.6637867,337.2600253,,,,,
4255,,,,,,,,,,,163,172,163172,58.19261032,69.21683136,,,,,
4256,,,,,,,,,,,163,173,163173,92.72426476,106.6489999,,,,,
4257,,,,,,,,,,,163,174,163174,138.3914724,162.7683373,,,,,
4258,,,,,,,,,,,163,175,163175,112.5583489,121.9624249,,,,,
4259,,,,,,,,,,,163,176,163176,120.2042257,144.0761931,,,,,
4260,,,,,,,,,,,163,177,163177,54.65848091,60.58104901,,,,,
4261,,,,,,,,,,,163,178,163178,174.2578858,194.0641235,,,,,
4262,,,,,,,,,,,163,179,163179,218.8631927,235.0794392,,,,,
4263,,,,,,,,,,,163,180,163180,93.56624923,106.1594146,,,,,
4264,,,,,,,,,,,163,181,163181,290.3845837,294.2282756,,,,,
4265,,,,,,,,,,,163,182,163182,164.0206854,180.548154,,,,,
4266,,,,,,,,,,,163,183,163183,91.79896704,107.7423703,,,,,
4267,,,,,,,,,,,163,184,163184,46.41791472,53.50203988,,,,,
4268,,,,,,,,,,,163,185,163185,251.6762382,280.9554413,,,,,
4269,,,,,,,,,,,163,186,163186,166.4448396,193.9480231,,,,,
4270,,,,,,,,,,,163,187,163187,243.1977931,245.2970454,,,,,
4271,,,,,,,,,,,163,188,163188,97.48920682,106.9044381,,,,,
4272,,,,,,,,,,,163,189,163189,45.11903443,51.66207338,,,,,
4273,,,,,,,,,,,163,190,163190,207.1638012,218.2730836,,,,,
4274,,,,,,,,,,,163,191,163191,133.5928465,149.929438,,,,,
4275,,,,,,,,,,,163,192,163192,172.8622444,182.5847098,,,,,
4276,,,,,,,,,,,163,193,163193,92.81093836,105.7561722,,,,,
4277,,,,,,,,,,,163,194,163194,148.6161392,167.823096,,,,,
4278,,,,,,,,,,,163,195,163195,308.7785527,318.8052902,,,,,
4279,,,,,,,,,,,163,196,163196,153.5380099,167.8079974,,,,,
4280,,,,,,,,,,,163,197,163197,167.3972913,183.4450888,,,,,
4281,,,,,,,,,,,163,198,163198,28.77893033,32.33525861,,,,,
4282,,,,,,,,,,,163,199,163199,58.45342469,70.30809184,,,,,
4283,,,,,,,,,,,163,200,163200,155.8361239,175.7345391,,,,,
4284,,,,,,,,,,,164,165,164165,74.17965491,76.55196405,,,,,
4285,,,,,,,,,,,164,166,164166,475.8420113,496.4049107,,,,,
4286,,,,,,,,,,,164,167,164167,165.1493748,176.1070263,,,,,
4287,,,,,,,,,,,164,168,164168,62.10358877,67.74602081,,,,,
4288,,,,,,,,,,,164,169,164169,274.3233164,274.2652368,,,,,
4289,,,,,,,,,,,164,170,164170,444.1743587,429.4686326,,,,,
4290,,,,,,,,,,,164,171,164171,372.6097203,379.2629006,,,,,
4291,,,,,,,,,,,164,172,164172,128.585479,127.693798,,,,,
4292,,,,,,,,,,,164,173,164173,190.4378246,193.538838,,,,,
4293,,,,,,,,,,,164,174,164174,60.49653874,69.12189252,,,,,
4294,,,,,,,,,,,164,175,164175,53.18728254,64.32329824,,,,,
4295,,,,,,,,,,,164,176,164176,190.1611594,194.6869027,,,,,
4296,,,,,,,,,,,164,177,164177,146.8264145,162.2151214,,,,,
4297,,,,,,,,,,,164,178,164178,244.2148194,244.6748331,,,,,
4298,,,,,,,,,,,164,179,164179,271.8091263,277.0823145,,,,,
4299,,,,,,,,,,,164,180,164180,113.0961829,118.9004737,,,,,
4300,,,,,,,,,,,164,181,164181,343.3305173,336.2311509,,,,,
4301,,,,,,,,,,,164,182,164182,269.7696191,278.9177236,,,,,
4302,,,,,,,,,,,164,183,164183,27.57105636,31.39219302,,,,,
4303,,,,,,,,,,,164,184,164184,98.9101746,104.4600724,,,,,
4304,,,,,,,,,,,164,185,164185,357.4251718,379.3250109,,,,,
4305,,,,,,,,,,,164,186,164186,237.9527733,240.6268622,,,,,
4306,,,,,,,,,,,164,187,164187,296.1437268,287.2999207,,,,,
4307,,,,,,,,,,,164,188,164188,150.4351404,148.9073134,,,,,
4308,,,,,,,,,,,164,189,164189,72.00212375,77.61030564,,,,,
4309,,,,,,,,,,,164,190,164190,260.1097348,260.2759589,,,,,
4310,,,,,,,,,,,164,191,164191,225.7607801,251.5635104,,,,,
4311,,,,,,,,,,,164,192,164192,225.8081781,224.5875851,,,,,
4312,,,,,,,,,,,164,193,164193,172.700151,176.1545372,,,,,
4313,,,,,,,,,,,164,194,164194,236.6700729,256.1757484,,,,,
4314,,,,,,,,,,,164,195,164195,361.7244863,360.8081655,,,,,
4315,,,,,,,,,,,164,196,164196,77.18092062,83.80585659,,,,,
4316,,,,,,,,,,,164,197,164197,87.31820197,95.34874798,,,,,
4317,,,,,,,,,,,164,198,164198,91.96286396,101.4878425,,,,,
4318,,,,,,,,,,,164,199,164199,116.0543583,117.4292614,,,,,
4319,,,,,,,,,,,164,200,164200,225.7930575,226.3452487,,,,,
4320,,,,,,,,,,,165,166,165166,410.7596433,433.5373434,,,,,
4321,,,,,,,,,,,165,167,165167,104.7340068,121.130719,,,,,
4322,,,,,,,,,,,165,168,165168,34.16122073,40.82318875,,,,,
4323,,,,,,,,,,,165,169,165169,209.2409483,211.3976695,,,,,
4324,,,,,,,,,,,165,170,165170,379.0919907,366.6010653,,,,,
4325,,,,,,,,,,,165,171,165171,307.5273522,316.3953333,,,,,
4326,,,,,,,,,,,165,172,165172,63.50311095,64.82623075,,,,,
4327,,,,,,,,,,,165,173,165173,132.4508303,152.6073936,,,,,
4328,,,,,,,,,,,165,174,165174,133.7281936,142.1542194,,,,,
4329,,,,,,,,,,,165,175,165175,107.4649145,120.4058167,,,,,
4330,,,,,,,,,,,165,176,165176,125.0787913,131.8193354,,,,,
4331,,,,,,,,,,,165,177,165177,94.3850465,106.5394427,,,,,
4332,,,,,,,,,,,165,178,165178,179.1324514,181.8072658,,,,,
4333,,,,,,,,,,,165,179,165179,206.7267583,214.2147472,,,,,
4334,,,,,,,,,,,165,180,165180,43.52852796,49.37985634,,,,,
4335,,,,,,,,,,,165,181,165181,278.2481492,273.3635836,,,,,
4336,,,,,,,,,,,165,182,165182,203.747251,226.5065477,,,,,
4337,,,,,,,,,,,165,183,165183,86.20268832,93.49941811,,,,,
4338,,,,,,,,,,,165,184,165184,33.82780656,41.59250508,,,,,
4339,,,,,,,,,,,165,185,165185,291.4028037,326.913835,,,,,
4340,,,,,,,,,,,165,186,165186,172.8704052,177.7592949,,,,,
4341,,,,,,,,,,,165,187,165187,231.0613587,224.4323534,,,,,
4342,,,,,,,,,,,165,188,165188,85.3527724,86.0397461,,,,,
4343,,,,,,,,,,,165,189,165189,59.0967557,60.09256596,,,,,
4344,,,,,,,,,,,165,190,165190,195.0273667,197.4083916,,,,,
4345,,,,,,,,,,,165,191,165191,173.319412,195.8878317,,,,,
4346,,,,,,,,,,,165,192,165192,160.72581,161.7200178,,,,,
4347,,,,,,,,,,,165,193,165193,132.5375039,151.7145659,,,,,
4348,,,,,,,,,,,165,194,165194,188.3427048,213.7814897,,,,,
4349,,,,,,,,,,,165,195,165195,296.6421183,297.9405982,,,,,
4350,,,,,,,,,,,165,196,165196,150.4125755,156.8381835,,,,,
4351,,,,,,,,,,,165,197,165197,160.5498569,168.3810749,,,,,
4352,,,,,,,,,,,165,198,165198,35.49849592,41.58295231,,,,,
4353,,,,,,,,,,,165,199,165199,50.97199027,54.56169411,,,,,
4354,,,,,,,,,,,165,200,165200,160.7106895,163.4776814,,,,,
4355,,,,,,,,,,,166,167,166167,420.3836365,469.6121901,,,,,
4356,,,,,,,,,,,166,168,166168,435.7305771,459.4531383,,,,,
4357,,,,,,,,,,,166,169,166169,218.0033047,244.6193057,,,,,
4358,,,,,,,,,,,166,170,166170,88.37765258,98.27098573,,,,,
4359,,,,,,,,,,,166,171,166171,103.232291,117.1420101,,,,,
4360,,,,,,,,,,,166,172,166172,369.4084674,395.9446841,,,,,
4361,,,,,,,,,,,166,173,166173,405.5018129,458.7796784,,,,,
4362,,,,,,,,,,,166,174,166174,535.3905501,562.0071661,,,,,
4363,,,,,,,,,,,166,175,166175,509.1272709,540.2587633,,,,,
4364,,,,,,,,,,,166,176,166176,315.7048519,352.8520423,,,,,
4365,,,,,,,,,,,166,177,166177,392.7165968,439.6016998,,,,,
4366,,,,,,,,,,,166,178,166178,277.1488078,309.5224248,,,,,
4367,,,,,,,,,,,166,179,166179,279.492885,298.7988582,,,,,
4368,,,,,,,,,,,166,180,166180,405.4418284,442.4038941,,,,,
4369,,,,,,,,,,,166,181,166181,225.1595056,232.1840645,,,,,
4370,,,,,,,,,,,166,182,166182,335.8003922,376.1967414,,,,,
4371,,,,,,,,,,,166,183,166183,487.8650447,513.3523648,,,,,
4372,,,,,,,,,,,166,184,166184,383.2418367,407.285244,,,,,
4373,,,,,,,,,,,166,185,166185,359.6311601,410.5152855,,,,,
4374,,,,,,,,,,,166,186,166186,278.414238,312.0303656,,,,,
4375,,,,,,,,,,,166,187,166187,242.1542846,249.3674977,,,,,
4376,,,,,,,,,,,166,188,166188,332.3141288,357.6282423,,,,,
4377,,,,,,,,,,,166,189,166189,457.2461121,478.2547974,,,,,
4378,,,,,,,,,,,166,190,166190,271.3197232,308.1135878,,,,,
4379,,,,,,,,,,,166,191,166191,334.9252312,380.9828775,,,,,
4380,,,,,,,,,,,166,192,166192,338.9831664,380.650854,,,,,
4381,,,,,,,,,,,166,193,166193,420.9221393,472.6586347,,,,,
4382,,,,,,,,,,,166,194,166194,434.0330612,494.8190001,,,,,
4383,,,,,,,,,,,166,195,166195,249.1524747,263.7378391,,,,,
4384,,,,,,,,,,,166,196,166196,552.0749319,576.6911302,,,,,
4385,,,,,,,,,,,166,197,166197,562.2122133,588.2340216,,,,,
4386,,,,,,,,,,,166,198,166198,396.5981474,423.3128168,,,,,
4387,,,,,,,,,,,166,199,166199,360.913653,384.3561607,,,,,
4388,,,,,,,,,,,166,200,166200,290.1749538,323.3498391,,,,,
4389,,,,,,,,,,,167,168,167168,98.84994062,113.9371224,,,,,
4390,,,,,,,,,,,167,169,167169,210.1603318,236.7307844,,,,,
4391,,,,,,,,,,,167,170,167170,394.8709839,408.765072,,,,,
4392,,,,,,,,,,,167,171,167171,319.1203455,354.73662,,,,,
4393,,,,,,,,,,,167,172,167172,79.66189581,91.69592539,,,,,
4394,,,,,,,,,,,167,173,167173,27.71682359,31.47667464,,,,,
4395,,,,,,,,,,,167,174,167174,181.7608131,196.8135881,,,,,
4396,,,,,,,,,,,167,175,167175,139.8406344,149.4701589,,,,,
4397,,,,,,,,,,,167,176,167176,109.9817846,128.8391278,,,,,
4398,,,,,,,,,,,167,177,167177,39.18203974,45.79688372,,,,,
4399,,,,,,,,,,,167,178,167178,145.9694446,164.1005354,,,,,
4400,,,,,,,,,,,167,179,167179,232.6357515,264.2551682,,,,,
4401,,,,,,,,,,,167,180,167180,148.1375347,169.8519687,,,,,
4402,,,,,,,,,,,167,181,167181,294.0271425,315.5275903,,,,,
4403,,,,,,,,,,,167,182,167182,101.6012443,114.388242,,,,,
4404,,,,,,,,,,,167,183,167183,152.7423184,168.0930876,,,,,
4405,,,,,,,,,,,167,184,167184,90.2322002,108.4407006,,,,,
4406,,,,,,,,,,,167,185,167185,189.256797,214.7955294,,,,,
4407,,,,,,,,,,,167,186,167186,144.7683985,166.8708978,,,,,
4408,,,,,,,,,,,167,187,167187,246.840352,266.5963601,,,,,
4409,,,,,,,,,,,167,188,167188,121.9295077,138.3176545,,,,,
4410,,,,,,,,,,,167,189,167189,93.84925105,108.6616349,,,,,
4411,,,,,,,,,,,167,190,167190,210.80636,239.5723983,,,,,
4412,,,,,,,,,,,167,191,167191,88.17940529,102.4442527,,,,,
4413,,,,,,,,,,,167,192,167192,199.0365299,215.8232839,,,,,
4414,,,,,,,,,,,167,193,167193,27.80349719,30.58384691,,,,,
4415,,,,,,,,,,,167,194,167194,83.33269806,98.13035067,,,,,
4416,,,,,,,,,,,167,195,167195,312.4211115,340.1046049,,,,,
4417,,,,,,,,,,,167,196,167196,180.8202954,195.3157314,,,,,
4418,,,,,,,,,,,167,197,167197,194.6795768,210.9528228,,,,,
4419,,,,,,,,,,,167,198,167198,83.35021581,96.02781264,,,,,
4420,,,,,,,,,,,167,199,167199,99.16171017,118.8011259,,,,,
4421,,,,,,,,,,,167,200,167200,132.5666827,148.0796939,,,,,
4422,,,,,,,,,,,168,169,168169,234.2118822,237.3134644,,,,,
4423,,,,,,,,,,,168,170,168170,404.0629245,392.5168602,,,,,
4424,,,,,,,,,,,168,171,168171,332.4982861,342.3111282,,,,,
4425,,,,,,,,,,,168,172,168172,88.47404482,90.7420256,,,,,
4426,,,,,,,,,,,168,173,168173,126.5667642,145.4137971,,,,,
4427,,,,,,,,,,,168,174,168174,108.3271275,128.8802857,,,,,
4428,,,,,,,,,,,168,175,168175,78.31684836,93.00779723,,,,,
4429,,,,,,,,,,,168,176,168176,150.0497252,157.7351302,,,,,
4430,,,,,,,,,,,168,177,168177,88.50098037,99.34584613,,,,,
4431,,,,,,,,,,,168,178,168178,204.1033853,207.7230606,,,,,
4432,,,,,,,,,,,168,179,168179,231.6976922,240.130542,,,,,
4433,,,,,,,,,,,168,180,168180,73.07774868,83.17169842,,,,,
4434,,,,,,,,,,,168,181,168181,303.2190831,299.2793784,,,,,
4435,,,,,,,,,,,168,182,168182,197.8631849,219.3129511,,,,,
4436,,,,,,,,,,,168,183,168183,61.73462219,73.85431868,,,,,
4437,,,,,,,,,,,168,184,168184,58.79874042,67.50829994,,,,,
4438,,,,,,,,,,,168,185,168185,285.5187376,319.7202385,,,,,
4439,,,,,,,,,,,168,186,168186,197.8413391,203.6750898,,,,,
4440,,,,,,,,,,,168,187,168187,256.0322926,250.3481482,,,,,
4441,,,,,,,,,,,168,188,168188,110.3237063,111.955541,,,,,
4442,,,,,,,,,,,168,189,168189,23.72353498,28.46824197,,,,,
4443,,,,,,,,,,,168,190,168190,219.9983006,223.3241865,,,,,
4444,,,,,,,,,,,168,191,168191,167.4353459,188.6942351,,,,,
4445,,,,,,,,,,,168,192,168192,185.6967439,187.6358127,,,,,
4446,,,,,,,,,,,168,193,168193,133.9485622,141.7641078,,,,,
4447,,,,,,,,,,,168,194,168194,182.4586387,206.5878931,,,,,
4448,,,,,,,,,,,168,195,168195,321.6130521,323.856393,,,,,
4449,,,,,,,,,,,168,196,168196,125.0115094,143.5642498,,,,,
4450,,,,,,,,,,,168,197,168197,135.1487907,155.1071412,,,,,
4451,,,,,,,,,,,168,198,168198,46.97742978,54.10131288,,,,,
4452,,,,,,,,,,,168,199,168199,75.94292414,80.47748897,,,,,
4453,,,,,,,,,,,168,200,168200,185.6816233,189.3934763,,,,,
4454,,,,,,,,,,,169,170,169170,177.9156522,186.1766362,,,,,
4455,,,,,,,,,,,169,171,169171,114.7710137,127.4772956,,,,,
4456,,,,,,,,,,,169,172,169172,167.8897724,173.8050102,,,,,
4457,,,,,,,,,,,169,173,169173,207.4035082,231.0647127,,,,,
4458,,,,,,,,,,,169,174,169174,333.8718551,339.8674922,,,,,
4459,,,,,,,,,,,169,175,169175,307.608576,318.1190894,,,,,
4460,,,,,,,,,,,169,176,169176,109.2995472,124.6156366,,,,,
4461,,,,,,,,,,,169,177,169177,181.658292,205.8017941,,,,,
4462,,,,,,,,,,,169,178,169178,98.06450306,117.4257591,,,,,
4463,,,,,,,,,,,169,179,169179,83.39841976,100.7782837,,,,,
4464,,,,,,,,,,,169,180,169180,203.9231335,220.2642202,,,,,
4465,,,,,,,,,,,169,181,169181,122.2388107,130.489883,,,,,
4466,,,,,,,,,,,169,182,169182,189.6753027,226.4313725,,,,,
4467,,,,,,,,,,,169,183,169183,286.3463498,291.2126909,,,,,
4468,,,,,,,,,,,169,184,169184,181.7231418,185.1455701,,,,,
4469,,,,,,,,,,,169,185,169185,263.0548554,296.7729598,,,,,
4470,,,,,,,,,,,169,186,169186,66.22193329,76.88251995,,,,,
4471,,,,,,,,,,,169,187,169187,75.05202019,81.5586528,,,,,
4472,,,,,,,,,,,169,188,169188,130.7954339,135.4885684,,,,,
4473,,,,,,,,,,,169,189,169189,255.7274172,256.1151235,,,,,
4474,,,,,,,,,,,169,190,169190,69.80102823,85.97391387,,,,,
4475,,,,,,,,,,,169,191,169191,144.7549265,174.8076318,,,,,
4476,,,,,,,,,,,169,192,169192,137.4644715,158.5111801,,,,,
4477,,,,,,,,,,,169,193,169193,222.8238346,244.943669,,,,,
4478,,,,,,,,,,,169,194,169194,235.9347565,267.1040344,,,,,
4479,,,,,,,,,,,169,195,169195,140.6327797,155.0668976,,,,,
4480,,,,,,,,,,,169,196,169196,350.556237,354.5514563,,,,,
4481,,,,,,,,,,,169,197,169197,360.6935184,366.0943476,,,,,
4482,,,,,,,,,,,169,198,169198,195.0794524,201.1731429,,,,,
4483,,,,,,,,,,,169,199,169199,159.3949581,162.2164868,,,,,
4484,,,,,,,,,,,169,200,169200,79.11664904,89.54993345,,,,,
4485,,,,,,,,,,,170,171,170171,57.46894394,62.98214576,,,,,
4486,,,,,,,,,,,170,172,170172,337.7408148,329.008406,,,,,
4487,,,,,,,,,,,170,173,170173,359.7384658,404.619814,,,,,
4488,,,,,,,,,,,170,174,170174,503.7228975,495.070888,,,,,
4489,,,,,,,,,,,170,175,170175,477.4596183,473.3224852,,,,,
4490,,,,,,,,,,,170,176,170176,284.0371994,285.9157642,,,,,
4491,,,,,,,,,,,170,177,170177,377.1309442,377.5441197,,,,,
4492,,,,,,,,,,,170,178,170178,231.3854607,255.3625605,,,,,
4493,,,,,,,,,,,170,179,170179,191.1152324,200.5278724,,,,,
4494,,,,,,,,,,,170,180,170180,373.7741759,375.467616,,,,,
4495,,,,,,,,,,,170,181,170181,136.7818531,133.9130788,,,,,
4496,,,,,,,,,,,170,182,170182,290.0370452,322.0368771,,,,,
4497,,,,,,,,,,,170,183,170183,456.1973921,446.4160867,,,,,
4498,,,,,,,,,,,170,184,170184,351.5741841,340.3489659,,,,,
